# x_m, elev_m
8.005928028028027938e+02,2.781849598854583746e+03
8.021971971971971698e+02,2.782308369103234327e+03
8.038015915915915457e+02,2.782767139351884907e+03
8.054059859859859216e+02,2.783261962618355938e+03
8.070103803803804112e+02,2.783787993567337708e+03
8.086147747747747871e+02,2.784314024516319478e+03
8.102191691691691631e+02,2.784810707069388172e+03
8.118235635635635390e+02,2.785272427195311138e+03
8.134279579579579149e+02,2.785734147321234104e+03
8.150323523523522908e+02,2.786193451444682523e+03
8.166367467467467804e+02,2.786649752953032475e+03
8.182411411411411564e+02,2.787106054461382428e+03
8.198455355355355323e+02,2.787572421407714501e+03
8.214499299299299082e+02,2.788060986224319549e+03
8.230543243243242841e+02,2.788549551040924143e+03
8.246587187187186601e+02,2.789023913010483284e+03
8.262631131131130360e+02,2.789458315824850160e+03
8.278675075075075256e+02,2.789892718639217037e+03
8.294719019019019015e+02,2.790325766887458030e+03
8.310762962962962774e+02,2.790751403095830028e+03
8.326806906906906534e+02,2.791177039304202026e+03
8.342850850850850293e+02,2.791603214698146985e+03
8.358894794794794052e+02,2.792114627704942450e+03
8.374938738738738948e+02,2.792626040711737460e+03
8.390982682682682707e+02,2.793137453718532470e+03
8.407026626626626467e+02,2.793605990922673300e+03
8.423070570570570226e+02,2.794072550716889054e+03
8.439114514514513985e+02,2.794539110511104809e+03
8.455158458458457744e+02,2.794986849309564150e+03
8.471202402402402640e+02,2.795430034565566984e+03
8.487246346346346400e+02,2.795873219821570274e+03
8.503290290290290159e+02,2.796348037836710319e+03
8.519334234234233918e+02,2.796838520435157534e+03
8.535378178178177677e+02,2.797329003033604749e+03
8.551422122122121436e+02,2.797803307847626002e+03
8.567466066066066332e+02,2.798265399284480736e+03
8.583510010010010092e+02,2.798727490721335471e+03
8.599553953953953851e+02,2.799164356922147817e+03
8.615597897897897610e+02,2.799573364057146136e+03
8.631641841841841369e+02,2.799982371192144001e+03
8.647685785785785129e+02,2.800405811761992936e+03
8.663729729729730025e+02,2.800856574786707370e+03
8.679773673673673784e+02,2.801307337811421803e+03
8.695817617617617543e+02,2.801764217819640635e+03
8.711861561561561302e+02,2.802240487677465808e+03
8.727905505505505062e+02,2.802716757535290981e+03
8.743949449449448821e+02,2.803195208207566793e+03
8.759993393393393717e+02,2.803695617482468606e+03
8.776037337337337476e+02,2.804196026757370419e+03
8.792081281281281235e+02,2.804682043707485718e+03
8.808125225225224995e+02,2.805099130638437600e+03
8.824169169169168754e+02,2.805516217569389028e+03
8.840213113113112513e+02,2.805933304500340910e+03
8.856257057057056272e+02,2.806493884624599559e+03
8.872301001001001168e+02,2.807064277009543730e+03
8.888344944944944928e+02,2.807634669394487446e+03
8.904388888888888687e+02,2.808169055566637780e+03
8.920432832832832446e+02,2.808700333183772273e+03
8.936476776776776205e+02,2.809231610800906765e+03
8.952520720720719964e+02,2.809726758690097995e+03
8.968564664664664861e+02,2.810212646282463993e+03
8.984608608608608620e+02,2.810698533874829536e+03
9.000652552552552379e+02,2.811111149051191660e+03
9.016696496496496138e+02,2.811490577694922194e+03
9.032740440440439897e+02,2.811870006338652729e+03
9.048784384384383657e+02,2.812171777177663444e+03
9.064828328328328553e+02,2.812428142786799981e+03
9.080872272272272312e+02,2.812684508395936518e+03
9.096916216216216071e+02,2.812980962588734656e+03
9.112960160160159830e+02,2.813310282283080141e+03
9.129004104104103590e+02,2.813639601977425627e+03
9.145048048048047349e+02,2.813929947227211414e+03
9.161091991991992245e+02,2.814166876353503994e+03
9.177135935935936004e+02,2.814403805479796574e+03
9.193179879879879763e+02,2.814610698959125330e+03
9.209223823823823523e+02,2.814747022172890865e+03
9.225267767767767282e+02,2.814883345386656856e+03
9.241311711711711041e+02,2.815033482474369976e+03
9.257355655655655937e+02,2.815233278574086853e+03
9.273399599599599696e+02,2.815433074673803731e+03
9.289443543543543456e+02,2.815632869188845689e+03
9.305487487487487215e+02,2.815832640689270647e+03
9.321531431431430974e+02,2.816032412189695151e+03
9.337575375375374733e+02,2.816232479054175201e+03
9.353619319319319629e+02,2.816459271476646336e+03
9.369663263263263389e+02,2.816686063899117016e+03
9.385707207207207148e+02,2.816912856321588151e+03
9.401751151151150907e+02,2.817069720205272461e+03
9.417795095095094666e+02,2.817220865798650721e+03
9.433839039039038425e+02,2.817372011392029435e+03
9.449882982982982185e+02,2.817538882762361027e+03
9.465926926926927081e+02,2.817709327966565979e+03
9.481970870870870840e+02,2.817879773170770477e+03
9.498014814814814599e+02,2.818067821127081970e+03
9.514058758758758358e+02,2.818265487787582060e+03
9.530102702702702118e+02,2.818463154448082605e+03
9.546146646646645877e+02,2.818671218412430335e+03
9.562190590590590773e+02,2.818885895348319536e+03
9.578234534534534532e+02,2.819100572284208283e+03
9.594278478478478291e+02,2.819296403272449879e+03
9.610322422422422051e+02,2.819468604371888887e+03
9.626366366366365810e+02,2.819640805471327894e+03
9.642410310310309569e+02,2.819824781023061405e+03
9.658454254254254465e+02,2.820029162474576424e+03
9.674498198198198224e+02,2.820233543926091443e+03
9.690542142142141984e+02,2.820434473329269622e+03
9.706586086086085743e+02,2.820624133255676043e+03
9.722630030030029502e+02,2.820813793182082009e+03
9.738673973973973261e+02,2.820996195705909940e+03
9.754717917917918157e+02,2.821127166676881188e+03
9.770761861861861917e+02,2.821258137647851981e+03
9.786805805805805676e+02,2.821390117695065783e+03
9.802849749749749435e+02,2.821535597967374088e+03
9.818893693693693194e+02,2.821681078239682847e+03
9.834937637637636954e+02,2.821826558511991152e+03
9.850981581581581850e+02,2.821995597545125747e+03
9.867025525525525609e+02,2.822167034849365336e+03
9.883069469469469368e+02,2.822338472153604926e+03
9.899113413413413127e+02,2.822539031156280544e+03
9.915157357357356886e+02,2.822746152577602516e+03
9.931201301301300646e+02,2.822953273998924487e+03
9.947245245245245542e+02,2.823143878692841554e+03
9.963289189189189301e+02,2.823326633449996734e+03
9.979333133133133060e+02,2.823509388207151915e+03
9.995377077077076819e+02,2.823757370884782176e+03
1.001142102102102058e+03,2.824056831798322946e+03
1.002746496496496434e+03,2.824356292711864171e+03
1.004350890890890810e+03,2.824690444907058463e+03
1.005955285285285299e+03,2.825061181460344869e+03
1.007559679679679675e+03,2.825431918013631275e+03
1.009164074074074051e+03,2.825784814814815036e+03
1.010768468468468427e+03,2.826105693693693865e+03
1.012372862862862803e+03,2.826426572572572695e+03
1.013977257257257179e+03,2.826754835261224798e+03
1.015581651651651669e+03,2.827106305027136841e+03
1.017186046046046044e+03,2.827457774793048429e+03
1.018790440440440420e+03,2.827803227840166073e+03
1.020394834834834796e+03,2.828119003277631236e+03
1.021999229229229172e+03,2.828434778715096854e+03
1.023603623623623548e+03,2.828749671595443033e+03
1.025208018018018038e+03,2.829039041325894686e+03
1.026812412412412414e+03,2.829328411056346795e+03
1.028416806806806790e+03,2.829617780786798903e+03
1.030021201201201166e+03,2.829888363029696393e+03
1.031625595595595541e+03,2.830157382695826982e+03
1.033229989989989917e+03,2.830426402361957571e+03
1.034834384384384293e+03,2.830738350699035436e+03
1.036438778778778669e+03,2.831058601634902971e+03
1.038043173173173045e+03,2.831378852570770050e+03
1.039647567567567648e+03,2.831699513513513466e+03
1.041251961961962024e+03,2.832020392392392296e+03
1.042856356356356400e+03,2.832341271271271125e+03
1.044460750750750776e+03,2.832673969412961469e+03
1.046065145145145152e+03,2.833013609355323297e+03
1.047669539539539528e+03,2.833353249297685124e+03
1.049273933933933904e+03,2.833659131452881411e+03
1.050878328328328280e+03,2.833936080485247203e+03
1.052482722722722656e+03,2.834213029517612995e+03
1.054087117117117032e+03,2.834508440776105545e+03
1.055691511511511408e+03,2.834831881562201033e+03
1.057295905905905784e+03,2.835155322348296522e+03
1.058900300300300160e+03,2.835467184116387216e+03
1.060504694694694763e+03,2.835748432536121527e+03
1.062109089089089139e+03,2.836029680955856293e+03
1.063713483483483515e+03,2.836311643346753499e+03
1.065317877877877891e+03,2.836597797857978094e+03
1.066922272272272266e+03,2.836883952369202689e+03
1.068526666666666642e+03,2.837169859999999971e+03
1.070131061061061018e+03,2.837449024624624599e+03
1.071735455455455394e+03,2.837728189249249226e+03
1.073339849849849770e+03,2.838007353873873853e+03
1.074944244244244146e+03,2.838284078166342624e+03
1.076548638638638522e+03,2.838560587019885588e+03
1.078153033033032898e+03,2.838837095873428552e+03
1.079757427427427501e+03,2.839218264770795031e+03
1.081361821821821877e+03,2.839624195882629465e+03
1.082966216216216253e+03,2.840030126994464354e+03
1.084570610610610629e+03,2.840347516311492200e+03
1.086175005005005005e+03,2.840627802079187859e+03
1.087779399399399381e+03,2.840908087846883063e+03
1.089383793793793757e+03,2.841203216245949079e+03
1.090988188188188133e+03,2.841508210031814087e+03
1.092592582582582509e+03,2.841813203817679096e+03
1.094196976976976885e+03,2.842111911145016165e+03
1.095801371371371260e+03,2.842403031095611823e+03
1.097405765765765636e+03,2.842694151046207480e+03
1.099010160160160240e+03,2.842995339992079607e+03
1.100614554554554616e+03,2.843314305080428312e+03
1.102218948948948992e+03,2.843633270168777017e+03
1.103823343343343367e+03,2.843944546023069051e+03
1.105427737737737743e+03,2.844229558200915562e+03
1.107032132132132119e+03,2.844514570378762073e+03
1.108636526526526495e+03,2.844801559462688601e+03
1.110240920920920871e+03,2.845105618077755025e+03
1.111845315315315247e+03,2.845409676692821904e+03
1.113449709709709623e+03,2.845713848641541063e+03
1.115054104104103999e+03,2.846027132754055856e+03
1.116658498498498375e+03,2.846340416866570649e+03
1.118262892892892751e+03,2.846653700979085443e+03
1.119867287287287354e+03,2.846964008724171435e+03
1.121471681681681730e+03,2.847273800324715012e+03
1.123076076076076106e+03,2.847583591925258588e+03
1.124680470470470482e+03,2.847866008044334649e+03
1.126284864864864858e+03,2.848140954664341734e+03
1.127889259259259234e+03,2.848415901284348820e+03
1.129493653653653610e+03,2.848689321121120884e+03
1.131098048048047986e+03,2.848962068168168116e+03
1.132702442442442361e+03,2.849234815215214894e+03
1.134306836836836737e+03,2.849512150380997355e+03
1.135911231231231113e+03,2.849792839658744015e+03
1.137515625625625489e+03,2.850073528936491130e+03
1.139120020020020092e+03,2.850362951955939934e+03
1.140724414414414468e+03,2.850663376404292649e+03
1.142328808808808844e+03,2.850963800852645363e+03
1.143933203203203220e+03,2.851256724399750510e+03
1.145537597597597596e+03,2.851533233253293474e+03
1.147141991991991972e+03,2.851809742106836438e+03
1.148746386386386348e+03,2.852093427313953725e+03
1.150350780780780724e+03,2.852405212459423183e+03
1.151955175175175100e+03,2.852716997604892185e+03
1.153559569569569476e+03,2.853025311514297300e+03
1.155163963963963852e+03,2.853309190442927957e+03
1.156768358358358228e+03,2.853593069371558613e+03
1.158372752752752831e+03,2.853876948300188815e+03
1.159977147147147207e+03,2.854187906546546401e+03
1.161581541541541583e+03,2.854499159059058911e+03
1.163185935935935959e+03,2.854810411571571422e+03
1.164790330330330335e+03,2.855243575530724229e+03
1.166394724724724711e+03,2.855694505116114215e+03
1.167999119119119086e+03,2.856145434701503746e+03
1.169603513513513462e+03,2.856573725672934870e+03
1.171207907907907838e+03,2.856996791131902683e+03
1.172812302302302214e+03,2.857419856590870950e+03
1.174416696696696590e+03,2.857824319617236597e+03
1.176021091091090966e+03,2.858222234893623863e+03
1.177625485485485342e+03,2.858620150170011584e+03
1.179229879879879945e+03,2.859031397111397382e+03
1.180834274274274321e+03,2.859451595643262408e+03
1.182438668668668697e+03,2.859871794175127434e+03
1.184043063063063073e+03,2.860314914070697341e+03
1.185647457457457449e+03,2.860785278692346765e+03
1.187251851851851825e+03,2.861255643313996643e+03
1.188856246246246201e+03,2.861689622634683019e+03
1.190460640640640577e+03,2.862056893640628459e+03
1.192065035035034953e+03,2.862424164646573900e+03
1.193669429429429329e+03,2.862783414981246096e+03
1.195273823823823705e+03,2.863118469232284497e+03
1.196878218218218080e+03,2.863453523483322442e+03
1.198482612612612684e+03,2.863794592756021302e+03
1.200087007007007060e+03,2.864171134297562730e+03
1.201691401401401436e+03,2.864547675839104159e+03
1.203295795795795812e+03,2.864923096501589498e+03
1.204900190190190187e+03,2.865287303448262264e+03
1.206504584584584563e+03,2.865651510394935030e+03
1.208108978978978939e+03,2.866015717341607797e+03
1.209713373373373315e+03,2.866418544577297325e+03
1.211317767767767691e+03,2.866825384873626263e+03
1.212922162162162067e+03,2.867232225169955200e+03
1.214526556556556443e+03,2.867672526479512726e+03
1.216130950950950819e+03,2.868118366017681183e+03
1.217735345345345422e+03,2.868564205555849639e+03
1.219339739739739798e+03,2.869036534195485729e+03
1.220944134134134174e+03,2.869521734113145612e+03
1.222548528528528550e+03,2.870006934030805041e+03
1.224152922922922926e+03,2.870498761857095360e+03
1.225757317317317302e+03,2.870995360122026796e+03
1.227361711711711678e+03,2.871491958386958231e+03
1.228966106106106054e+03,2.871938883109914059e+03
1.230570500500500430e+03,2.872322614552696905e+03
1.232174894894894805e+03,2.872706345995479751e+03
1.233779289289289181e+03,2.873070083804734622e+03
1.235383683683683557e+03,2.873405887282631284e+03
1.236988078078077933e+03,2.873741690760527945e+03
1.238592472472472537e+03,2.874048358620717863e+03
1.240196866866866912e+03,2.874239203921663830e+03
1.241801261261261288e+03,2.874430049222609796e+03
1.243405655655655664e+03,2.874617600767099702e+03
1.245010050050050040e+03,2.874778361728461732e+03
1.246614444444444416e+03,2.874939122689824217e+03
1.248218838838838792e+03,2.875099883651186246e+03
1.249823233233233168e+03,2.875267070397050247e+03
1.251427627627627544e+03,2.875434261796866849e+03
1.253032022022021920e+03,2.875601453196683451e+03
1.254636416416416296e+03,2.875793953221514130e+03
1.256240810810810672e+03,2.875989611074488948e+03
1.257845205205205275e+03,2.876185268927463767e+03
1.259449599599599651e+03,2.876393493174449304e+03
1.261053993993994027e+03,2.876604429489250379e+03
1.262658388388388403e+03,2.876815365804050998e+03
1.264262782782782779e+03,2.877055119202868354e+03
1.265867177177177155e+03,2.877307603579675288e+03
1.267471571571571531e+03,2.877560087956482221e+03
1.269075965965965906e+03,2.877818607065563810e+03
1.270680360360360282e+03,2.878081778478082924e+03
1.272284754754754658e+03,2.878344949890602038e+03
1.273889149149149034e+03,2.878584709930814370e+03
1.275493543543543410e+03,2.878790897162222336e+03
1.277097937937938013e+03,2.878997084393630303e+03
1.278702332332332389e+03,2.879173278925048180e+03
1.280306726726726765e+03,2.879281727055086776e+03
1.281911121121121141e+03,2.879390175185125372e+03
1.283515515515515517e+03,2.879493385369175030e+03
1.285119909909909893e+03,2.879571331655542053e+03
1.286724304304304269e+03,2.879649277941909531e+03
1.288328698698698645e+03,2.879730326298520595e+03
1.289933093093093021e+03,2.879841742575908938e+03
1.291537487487487397e+03,2.879953158853297737e+03
1.293141881881881773e+03,2.880064575130686535e+03
1.294746276276276149e+03,2.880048416295082916e+03
1.296350670670670524e+03,2.880025727889505561e+03
1.297955065065065128e+03,2.880003039483928205e+03
1.299559459459459504e+03,2.879969492906079722e+03
1.301163853853853880e+03,2.879934266681851568e+03
1.302768248248248256e+03,2.879899040457622959e+03
1.304372642642642631e+03,2.879860792425078216e+03
1.305977037037037007e+03,2.879821501133786569e+03
1.307581431431431383e+03,2.879782209842495377e+03
1.309185825825825759e+03,2.879737153688341550e+03
1.310790220220220135e+03,2.879689498409300541e+03
1.312394614614614511e+03,2.879641843130259076e+03
1.313999009009008887e+03,2.879532750099497207e+03
1.315603403403403263e+03,2.879371666324959278e+03
1.317207797797797866e+03,2.879210582550421805e+03
1.318812192192192242e+03,2.879071333214402330e+03
1.320416586586586618e+03,2.878960137563306034e+03
1.322020980980980994e+03,2.878848941912209284e+03
1.323625375375375370e+03,2.878739407594845943e+03
1.325229769769769746e+03,2.878633939437445406e+03
1.326834164164164122e+03,2.878528471280044869e+03
1.328438558558558498e+03,2.878437919045806211e+03
1.330042952952952874e+03,2.878425006414865493e+03
1.331647347347347250e+03,2.878412093783924774e+03
1.333251741741741625e+03,2.878402672005338900e+03
1.334856136136136001e+03,2.878444807615696845e+03
1.336460530530530605e+03,2.878486943226054336e+03
1.338064924924924981e+03,2.878529078836412282e+03
1.339669319319319357e+03,2.878606242234136971e+03
1.341273713713713732e+03,2.878684188520504449e+03
1.342878108108108108e+03,2.878762134806871472e+03
1.344482502502502484e+03,2.878926793750271827e+03
1.346086896896896860e+03,2.879101184445315084e+03
1.347691291291291236e+03,2.879275575140357887e+03
1.349295685685685612e+03,2.879469159984934777e+03
1.350900080080079988e+03,2.879669305764517048e+03
1.352504474474474364e+03,2.879869451544099320e+03
1.354108868868868740e+03,2.880094770260056066e+03
1.355713263263263116e+03,2.880333792282077866e+03
1.357317657657657719e+03,2.880572814304100120e+03
1.358922052052052095e+03,2.880836231310675885e+03
1.360526446446446471e+03,2.881116363665252720e+03
1.362130840840840847e+03,2.881396496019829556e+03
1.363735235235235223e+03,2.881678154017471570e+03
1.365339629629629599e+03,2.881961661460657524e+03
1.366944024024023975e+03,2.882245168903843478e+03
1.368548418418418350e+03,2.882524380577760894e+03
1.370152812812812726e+03,2.882795545827517344e+03
1.371757207207207102e+03,2.883066711077274249e+03
1.373361601601601478e+03,2.883341108533080387e+03
1.374965995995995854e+03,2.883625186413778010e+03
1.376570390390390457e+03,2.883909264294475634e+03
1.378174784784784833e+03,2.884201715095377040e+03
1.379779179179179209e+03,2.884540671657573057e+03
1.381383573573573585e+03,2.884879628219769074e+03
1.382987967967967961e+03,2.885218116175581144e+03
1.384592362362362337e+03,2.885548526110268540e+03
1.386196756756756713e+03,2.885878936044955481e+03
1.387801151151151089e+03,2.886209345979642876e+03
1.389405545545545465e+03,2.886686054280086410e+03
1.391009939939939841e+03,2.887177723529981449e+03
1.392614334334334217e+03,2.887669392779876944e+03
1.394218728728728593e+03,2.888076542111216895e+03
1.395823123123123196e+03,2.888464596852950308e+03
1.397427517517517572e+03,2.888852651594684176e+03
1.399031911911911948e+03,2.889141744701900279e+03
1.400636306306306324e+03,2.889397698671433773e+03
1.402240700700700700e+03,2.889653652640967721e+03
1.403845095095095076e+03,2.889853937692794716e+03
1.405449489489489451e+03,2.890007828583685750e+03
1.407053883883883827e+03,2.890161719474576330e+03
1.408658278278278203e+03,2.890283278023121056e+03
1.410262672672672579e+03,2.890371362421244612e+03
1.411867067067066955e+03,2.890459446819368168e+03
1.413471461461461331e+03,2.890542929649331199e+03
1.415075855855855707e+03,2.890616291619651292e+03
1.416680250250250310e+03,2.890689653589971840e+03
1.418284644644644686e+03,2.890761014762216291e+03
1.419889039039039062e+03,2.890823099270349758e+03
1.421493433433433438e+03,2.890885183778483224e+03
1.423097827827827814e+03,2.890941527055510960e+03
1.424702222222222190e+03,2.890954570912375857e+03
1.426306616616616566e+03,2.890967614769240754e+03
1.427911011011010942e+03,2.890966949110210408e+03
1.429515405405405318e+03,2.890708480858068469e+03
1.431119799799799694e+03,2.890450012605926077e+03
1.432724194194194069e+03,2.890191544353784138e+03
1.434328588588588445e+03,2.890040964344625991e+03
1.435932982982983049e+03,2.889905381719747766e+03
1.437537377377377425e+03,2.889769799094869086e+03
1.439141771771771801e+03,2.889732444033570573e+03
1.440746166166166176e+03,2.889722759560364921e+03
1.442350560560560552e+03,2.889713075087159723e+03
1.443954954954954928e+03,2.889620926283426343e+03
1.445559349349349304e+03,2.889490410072771283e+03
1.447163743743743680e+03,2.889359893862116223e+03
1.448768138138138056e+03,2.889141844141171077e+03
1.450372532532532432e+03,2.888849558429717035e+03
1.451976926926926808e+03,2.888557272718262993e+03
1.453581321321321184e+03,2.888223118549411083e+03
1.455185715715715787e+03,2.887824431365233067e+03
1.456790110110110163e+03,2.887425744181054597e+03
1.458394504504504539e+03,2.887054608244608062e+03
1.459998898898898915e+03,2.886753176570509822e+03
1.461603293293293291e+03,2.886451744896411583e+03
1.463207687687687667e+03,2.886172662204036897e+03
1.464812082082082043e+03,2.885984097922623732e+03
1.466416476476476419e+03,2.885795533641211023e+03
1.468020870870870795e+03,2.885611505860699253e+03
1.469625265265265170e+03,2.885488588548225380e+03
1.471229659659659546e+03,2.885365671235751506e+03
1.472834054054053922e+03,2.885242753923278087e+03
1.474438448448448298e+03,2.885156964493905434e+03
1.476042842842842902e+03,2.885072025967143418e+03
1.477647237237237277e+03,2.884987087440381401e+03
1.479251631631631653e+03,2.884933824913623084e+03
1.480856026026026029e+03,2.884888539587975174e+03
1.482460420420420405e+03,2.884843254262326809e+03
1.484064814814814781e+03,2.884800670790074491e+03
1.485669209209209157e+03,2.884759205328588905e+03
1.487273603603603533e+03,2.884717739867103319e+03
1.488877997997997909e+03,2.884766763490763424e+03
1.490482392392392285e+03,2.884883446719446511e+03
1.492086786786786661e+03,2.885000129948130052e+03
1.493691181181181037e+03,2.885109796409955834e+03
1.495295575575575640e+03,2.885212068562586410e+03
1.496899969969970016e+03,2.885314340715217440e+03
1.498504364364364392e+03,2.885390528063705460e+03
1.500108758758758768e+03,2.885419936514926121e+03
1.501713153153153144e+03,2.885449344966147237e+03
1.503317547547547520e+03,2.885509158898898932e+03
1.504921941941941895e+03,2.885640719239239388e+03
1.506526336336336271e+03,2.885772279579579390e+03
1.508130730730730647e+03,2.885899612787390652e+03
1.509735125125125023e+03,2.886007845742567952e+03
1.511339519519519399e+03,2.886116078697745252e+03
1.512943913913913775e+03,2.886226532283786582e+03
1.514548308308308378e+03,2.886390508464376126e+03
1.516152702702702754e+03,2.886554484644965669e+03
1.517757097097097130e+03,2.886718460825555212e+03
1.519361491491491506e+03,2.886772876552116941e+03
1.520965885885885882e+03,2.886818998772900159e+03
1.522570280280280258e+03,2.886865120993683377e+03
1.524174674674674634e+03,2.886770369814258629e+03
1.525779069069069010e+03,2.886658953536870285e+03
1.527383463463463386e+03,2.886547537259481487e+03
1.528987857857857762e+03,2.886400881868061333e+03
1.530592252252252138e+03,2.886242657568811410e+03
1.532196646646646514e+03,2.886084433269561487e+03
1.533801041041040889e+03,2.885900638573796641e+03
1.535405435435435493e+03,2.885699277334014369e+03
1.537009829829829869e+03,2.885497916094232096e+03
1.538614224224224245e+03,2.885267797698688810e+03
1.540218618618618621e+03,2.885010459191865266e+03
1.541823013013012996e+03,2.884753120685041722e+03
1.543427407407407372e+03,2.884473681701503665e+03
1.545031801801801748e+03,2.884155979841227690e+03
1.546636196196196124e+03,2.883838277980951261e+03
1.548240590590590500e+03,2.883494707628521155e+03
1.549844984984984876e+03,2.883058624770815641e+03
1.551449379379379252e+03,2.882622541913110126e+03
1.553053773773773628e+03,2.882164741329565004e+03
1.554658168168168231e+03,2.881579609256315052e+03
1.556262562562562607e+03,2.880994477183065101e+03
1.557866956956956983e+03,2.880409345109815604e+03
1.559471351351351359e+03,2.879977372527166153e+03
1.561075745745745735e+03,2.879550636698554172e+03
1.562680140140140111e+03,2.879123900869942190e+03
1.564284534534534487e+03,2.879002192486027980e+03
1.565888928928928863e+03,2.878898581889129673e+03
1.567493323323323239e+03,2.878794971292231367e+03
1.569097717717717615e+03,2.878714096791401971e+03
1.570702112112111990e+03,2.878640441958924839e+03
1.572306506506506366e+03,2.878566787126447707e+03
1.573910900900900970e+03,2.878362363243243180e+03
1.575515295295295346e+03,2.878083198618618553e+03
1.577119689689689721e+03,2.877804033993993926e+03
1.578724084084084097e+03,2.877529960052303522e+03
1.580328478478478473e+03,2.877260587561731427e+03
1.581932872872872849e+03,2.876991215071159786e+03
1.583537267267267225e+03,2.876763321233550869e+03
1.585141661661661601e+03,2.876786767498187146e+03
1.586746056056055977e+03,2.876810213762823423e+03
1.588350450450450353e+03,2.876855980337183610e+03
1.589954844844844729e+03,2.877022411290959099e+03
1.591559239239239105e+03,2.877188842244734133e+03
1.593163633633633481e+03,2.877349312422178173e+03
1.594768028028028084e+03,2.877476490026611827e+03
1.596372422422422460e+03,2.877603667631045482e+03
1.597976816816816836e+03,2.877737965844632527e+03
1.599581211211211212e+03,2.877948643896421345e+03
1.601185605605605588e+03,2.878159321948210618e+03
1.602789999999999964e+03,2.878369999999999891e+03
